dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
Watershed Protection,Drainage Utility Fund,Field Operations,Contractual services,3649350.0,1641520.78,54,75.0,2737012.5,2007829.22,44.981182402345624,-1095491.72,-30.018817597654376,2188694.3733333335,-1460655.6266666665,Below pace
Communications & Technology Management,"Combined Transportation, Emergency & Communications Ctr Fund",CTECC and Public Safety IT Support,Other operating costs,3626790.0,2333296.73,108,75.0,2720092.5,1293493.27,64.33503814668067,-386795.77,-10.664961853319326,3111062.3066666666,-515727.69333333336,Below pace
Emergency Medical Services,General Fund,Employee Development and Wellness,Personnel & benefits,3618729.0,2590616.34,50,75.0,2714046.75,1028112.6600000001,71.58912258972694,-123430.41000000015,-3.4108774102730592,3454155.1199999996,-164573.88000000035,Near pace
Austin Public Health,General Fund,Support Services,Other operating costs,3594617.0,790060.84,239,75.0,2695962.75,2804556.16,21.978999153456403,-1905901.9100000001,-53.0210008465436,1053414.4533333334,-2541202.546666667,Below pace
Emergency Medical Services,General Fund,Clinical Navigation,Other operating costs,3566513.0,2431577.45,128,75.0,2674884.75,1134935.5499999998,68.1780060804489,-243307.2999999998,-6.821993919551105,3242103.266666667,-324409.73333333293,Below pace
Public Works,Transportation Fund,Support Services,Contractual services,3562571.0,1595943.79,43,75.0,2671928.25,1966627.21,44.7975293685375,-1075984.46,-30.202470631462504,2127925.053333333,-1434645.9466666668,Below pace
Building Services,Support Services Fund,Custodial Services,Personnel & benefits,3560897.0,3158652.41,22,75.0,2670672.75,402244.58999999985,88.70384091424155,487979.66000000015,13.703840914241553,4211536.546666667,650639.5466666669,Above pace
Austin Water,S-Wastewater Improvements,Wastewater Cip Transfers To,Transfers & debt service,3554667.0,2962221.0,1,75.0,2666000.25,592446.0,83.33329113528778,296220.75,8.33329113528778,3949628.0,394961.0,Above pace
Fleet Services,Fleet Services Fund,Vehicle Services and Emerging Technologies,Personnel & benefits,3518417.0,2557621.12,82,75.0,2638812.75,960795.8799999999,72.69238182966943,-81191.62999999989,-2.3076181703305707,3410161.4933333336,-108255.50666666636,Near pace
Office of the City Auditor,Support Services Fund,Corporate Risk Services,Personnel & benefits,3465834.0,2916441.42,19,75.0,2599375.5,549392.5800000001,84.14832966610633,317065.9199999999,9.148329666106335,3888588.56,422754.56000000006,Above pace
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,Displacement Prevention,Grants & contributions,3460000.0,2842197.69,4,75.0,2595000.0,617802.31,82.14444190751445,247197.68999999994,7.144441907514448,3789596.92,329596.9199999999,Above pace
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,3423356.0,2567517.0,1,75.0,2567517.0,855839.0,75.0,0.0,0.0,3423356.0,0.0,Near pace
Police,General Fund,Professional Standards,Other operating costs,3417312.0,2896781.4899999998,216,75.0,2562984.0,520530.51000000024,84.76783770402,333797.48999999976,9.767837704019996,3862375.32,445063.31999999983,Above pace
Public Works,Transportation Fund,Sidewalk Infrastructure,Other operating costs,3408815.0,3054686.71,51,75.0,2556611.25,354128.29000000004,89.6113960423197,498075.45999999996,14.611396042319697,4072915.6133333333,664100.6133333333,Above pace
Austin Water,Austin Water Wastewater Utility Operating Fund,Other Utility Program Requirements,Other operating costs,3380917.0,1213850.58,29,75.0,2535687.75,2167066.42,35.90299850602662,-1321837.17,-39.09700149397338,1618467.4400000002,-1762449.5599999998,Below pace
Austin Water,Austin Water Water Utility Operating Fund,Other Utility Program Requirements,Other operating costs,3360865.0,1465266.02,30,75.0,2520648.75,1895598.98,43.59788387810876,-1055382.73,-31.40211612189124,1953688.0266666666,-1407176.9733333334,Below pace
Public Works,Child Safety Fund,Child Safety,Personnel & benefits,3349037.0,2860665.3499999996,30,75.0,2511777.75,488371.6500000004,85.41754988075675,348887.5999999996,10.417549880756752,3814220.4666666663,465183.4666666663,Above pace
Management Services,Support Services Fund,Equity and Inclusion,Personnel & benefits,3345932.0,2383793.18,39,75.0,2509449.0,962138.8199999998,71.24451961366819,-125655.81999999983,-3.7554803863318114,3178390.9066666667,-167541.09333333327,Near pace
Management Services,Support Services Fund,Support Services,Contractual services,3336908.0,210874.67,8,75.0,2502681.0,3126033.33,6.319463107763235,-2291806.33,-68.68053689223676,281166.2266666667,-3055741.7733333334,Below pace
Economic Development,Economic Development Fund,Workforce Development and Childcare,Grants & contributions,3318384.0,921781.65,3,75.0,2488788.0,2396602.35,27.778028401776286,-1567006.35,-47.22197159822372,1229042.2,-2089341.8,Below pace
Austin Convention Center,Convention Center Operating Fund,Event Operations,Other operating costs,3317873.0,756046.23,408,75.0,2488404.75,2561826.77,22.787075635505037,-1732358.52,-52.21292436449497,1008061.64,-2309811.36,Below pace
Communications & Technology Management,Wireless Communication Services Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,3302849.0,2477136.75,2,75.0,2477136.75,825712.25,75.0,0.0,0.0,3302849.0,0.0,Near pace
Communications & Technology Management,Information and Technology Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,3288132.0,2712714.25,2,75.0,2466099.0,575417.75,82.50016270636337,246615.25,7.500162706363369,3616952.3333333335,328820.3333333335,Above pace
Public Works,Capital Projects Management Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,3285030.0,2708973.04,1,75.0,2463772.5,576056.96,82.46417962697448,245200.54000000004,7.4641796269744844,3611964.053333333,326934.0533333332,Above pace
Building Services,Support Services Fund,Facility Maintenance,Personnel & benefits,3276791.0,3081599.78,38,75.0,2457593.25,195191.2200000002,94.04322033355194,624006.5299999998,19.043220333551943,4108799.7066666665,832008.7066666665,Above pace
Human Resources,Employee Benefits Fund,Retiree Optional Benefit Coverage,Other operating costs,3261339.0,2807871.67,2,75.0,2446004.25,453467.3300000001,86.09567021398266,361867.4199999999,11.095670213982658,3743828.893333333,482489.8933333331,Above pace
Economic Development,Economic Development Fund,Support Services,Personnel & benefits,3231592.0,2384490.5500000003,36,75.0,2423694.0,847101.4499999997,73.78686882502495,-39203.44999999972,-1.2131311749750466,3179320.733333334,-52271.26666666614,Near pace
Public Works,Capital Projects Management Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,3230000.0,2422500.0,1,75.0,2422500.0,807500.0,75.0,0.0,0.0,3230000.0,0.0,Near pace
Public Works,Transportation Fund,Sidewalk Infrastructure,Contractual services,3167400.0,2427243.69,6,75.0,2375550.0,740156.31,76.63205436635727,51693.689999999944,1.6320543663572664,3236324.92,68924.91999999993,Near pace
Financial Services,Support Services Fund,Support Services,Other operating costs,3166933.0,-123310.53999999996,132,75.0,2375199.75,3290243.54,-3.8936895728453984,-2498510.29,-78.8936895728454,-164414.0533333333,-3331347.053333333,Below pace
Forensic Science,General Fund,Forensic Integrity and Laboratory Services,Contractual services,3154731.0,423284.27,24,75.0,2366048.25,2731446.73,13.417444149754765,-1942763.98,-61.582555850245235,564379.0266666667,-2590351.973333333,Below pace
"Office of Arts, Culture, Music and Entertainment",Historic Preservation Fund,Cultural Education and Heritage Preservation,Grants & contributions,3149571.0,1723103.6,1,75.0,2362178.25,1426467.4,54.70915245282612,-639074.6499999999,-20.290847547173883,2297471.466666667,-852099.5333333332,Below pace
Austin Public Library,General Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,3106819.0,2562012.52,1,75.0,2330114.25,544806.48,82.46417058734352,231898.27000000002,7.464170587343517,3416016.6933333334,309197.69333333336,Above pace
Fleet Services,Fleet Services Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,3098374.0,2364313.8,3,75.0,2323780.5,734060.2000000002,76.3082119847378,40533.299999999814,1.3082119847377953,3152418.4,54044.39999999991,Near pace
Planning & Zoning,General Fund,Long Range Planning,Personnel & benefits,3090863.0,2544858.1799999997,21,75.0,2318147.25,546004.8200000003,82.33487475827947,226710.9299999997,7.334874758279469,3393144.2399999998,302281.23999999976,Above pace
Management Services,Support Services Fund,Climate Action and Resilience,Personnel & benefits,3076631.0,2602410.5100000002,39,75.0,2307473.25,474220.48999999976,84.58637093626113,294937.26000000024,9.586370936261133,3469880.68,393249.68000000017,Above pace
Homeless Strategy Office,General Fund,Homeless Strategy Office,Personnel & benefits,3041376.0,2041242.08,41,75.0,2281032.0,1000133.9199999999,67.11574234820029,-239789.91999999993,-7.8842576517997145,2721656.106666667,-319719.8933333331,Below pace
Planning & Zoning,General Fund,Current Planning,Personnel & benefits,3025935.0,2421456.58,37,75.0,2269451.25,604478.4199999999,80.02341689428226,152005.33000000007,5.0234168942822635,3228608.7733333334,202673.77333333343,Above pace
Fire,General Fund,Fire / Emergency Response,"Supplies, technology & equipment",3017965.0,2320351.34,70,75.0,2263473.75,697613.6600000001,76.88463385095586,56877.58999999985,1.8846338509558649,3093801.7866666666,75836.78666666662,Near pace
Communications & Technology Management,Wireless Communication Services Fund,Wireless Communication Services,Contractual services,2931011.0,1589163.6099999999,31,75.0,2198258.25,1341847.3900000001,54.218957554236404,-609094.6400000001,-20.781042445763596,2118884.813333333,-812126.186666667,Below pace
Austin Resource Recovery,Austin Resource Recovery Fund,Support Services,Other operating costs,2922184.0,1248086.81,241,75.0,2191638.0,1674097.19,42.71075366917347,-943551.19,-32.28924633082653,1664115.7466666668,-1258068.2533333332,Below pace
Austin Resource Recovery,Austin Resource Recovery Fund,Operations Support,Other operating costs,2909275.0,1972300.42,171,75.0,2181956.25,936974.5800000001,67.79353687774446,-209655.83000000007,-7.206463122255542,2629733.893333333,-279541.1066666669,Below pace
Public Works,Capital Projects Management Fund,Support Services,Personnel & benefits,2908596.0,2052396.9,57,75.0,2181447.0,856199.1000000001,70.56314799305231,-129050.1000000001,-4.436852006947689,2736529.1999999997,-172066.80000000028,Near pace
Economic Development,Economic Development Fund,Workforce Development and Childcare,Contractual services,2891781.0,201594.98,16,75.0,2168835.75,2690186.02,6.971308684855457,-1967240.77,-68.02869131514454,268793.3066666667,-2622987.6933333334,Below pace
Public Works,Capital Projects Management Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,2879816.0,2409688.9,9,75.0,2159862.0,470127.1000000001,83.67509938134937,249826.8999999999,8.67509938134937,3212918.533333333,333102.5333333332,Above pace
Building Services,Facilities Management Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,2873920.0,2623882.0,2,75.0,2155440.0,250038.0,91.29975782206881,468442.0,16.299757822068813,3498509.3333333335,624589.3333333335,Above pace
Municipal Court,General Fund,Support Services,Personnel & benefits,2829678.0,2798205.17,38,75.0,2122258.5,31472.830000000075,98.88775931395728,675946.6699999999,23.887759313957275,3730940.2266666666,901262.2266666666,Above pace
Austin Public Library,General Fund,Support Services,"Supplies, technology & equipment",2829511.0,535763.8099999999,46,75.0,2122133.25,2293747.19,18.934855174622044,-1586369.44,-56.065144825377956,714351.7466666666,-2115159.2533333334,Below pace
Building Services,Support Services Fund,Facility and Project Management,Personnel & benefits,2821200.0,2614992.68,47,75.0,2115900.0,206207.31999999983,92.69079398837376,499092.68000000017,17.690793988373755,3486656.9066666667,665456.9066666667,Above pace
Economic Development,Economic Development Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,2773036.0,2310863.3,1,75.0,2079777.0,462172.7000000002,83.33333213128137,231086.2999999998,8.333332131281367,3081151.0666666664,308115.0666666664,Above pace
Animal Services,General Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,2711347.0,2260472.0,1,75.0,2033510.25,450875.0,83.37081162979139,226961.75,8.37081162979139,3013962.6666666665,302615.6666666665,Above pace
Austin Energy,Vol. Utility Assistance Fund,Miscellaneous,Contractual services,2700000.0,2161244.54,1,75.0,2025000.0,538755.46,80.04609407407408,136244.54000000004,5.046094074074077,2881659.3866666667,181659.38666666672,Above pace
"Office of Arts, Culture, Music and Entertainment",General Fund,Cultural Education and Heritage Preservation,Contractual services,2686578.0,1244005.96,97,75.0,2014933.5,1442572.04,46.30447952748813,-770927.54,-28.695520472511873,1658674.6133333333,-1027903.3866666667,Below pace
Public Works,Project Connect - Office Fund,Project Connect,Personnel & benefits,2681446.0,1621765.0,11,75.0,2011084.5,1059681.0,60.480986751178285,-389319.5,-14.519013248821715,2162353.3333333335,-519092.6666666665,Below pace
Public Works,Transportation Fund,One Stop Shop,Contractual services,2681105.0,839352.5799999998,22,75.0,2010828.75,1841752.4200000002,31.306218145130455,-1171476.1700000002,-43.69378185486954,1119136.7733333332,-1561968.2266666668,Below pace
Building Services,Support Services Fund,Support Services,Personnel & benefits,2657589.0,2868357.84,29,75.0,1993191.75,-210768.83999999985,107.93082903338326,875166.0899999999,32.93082903338326,3824477.1199999996,1166888.1199999996,Above pace
Development Services,Development Services Fund,Support Services,Contractual services,2645636.0,1661709.4100000001,33,75.0,1984227.0,983926.5899999999,62.8094495992646,-322517.58999999985,-12.190550400735397,2215612.546666667,-430023.45333333313,Below pace
Building Services,Grove Boulevard Campus Facility Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,2644112.0,1291470.01,2,75.0,1983084.0,1352641.99,48.84324151170601,-691613.99,-26.15675848829399,1721960.0133333334,-922151.9866666666,Below pace
Austin Public Library,General Fund,Public Services,Other operating costs,2643913.0,2037271.83,214,75.0,1982934.75,606641.1699999999,77.05517655081691,54337.080000000075,2.0551765508169098,2716362.44,72449.43999999994,Near pace
